,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
23,v_signed_contrast|participant_id_offset[23],-6.688,2.04,-10.413,-2.859,0.066,0.047,947.0,1022.0,
24,v_signed_contrast|participant_id_offset[24],-5.585,2.057,-9.344,-1.635,0.067,0.047,949.0,981.0,
25,v_signed_contrast|participant_id_offset[25],-6.769,2.039,-10.826,-3.201,0.066,0.047,947.0,1024.0,
26,v_signed_contrast|participant_id_offset[26],-4.344,2.069,-8.389,-0.576,0.066,0.047,985.0,1020.0,
27,v_signed_contrast|participant_id_offset[27],-6.374,2.055,-10.429,-2.716,0.067,0.047,944.0,1022.0,
28,v_signed_contrast|participant_id_offset[28],-4.35,2.089,-8.292,-0.386,0.067,0.048,955.0,1069.0,
29,v_signed_contrast|participant_id_offset[29],-4.994,2.073,-8.775,-1.083,0.067,0.048,948.0,981.0,
30,v_signed_contrast|participant_id_offset[30],-6.515,2.048,-10.616,-2.956,0.067,0.047,945.0,1024.0,
31,v_signed_contrast|participant_id_offset[31],-6.39,2.043,-10.44,-2.792,0.067,0.047,939.0,979.0,
32,v_signed_contrast|participant_id_offset[32],-3.602,2.088,-7.468,0.277,0.068,0.048,947.0,1070.0,
33,v_signed_contrast|participant_id_offset[33],-3.336,2.092,-7.099,0.627,0.067,0.047,977.0,1068.0,
34,v_signed_contrast|participant_id_offset[34],-2.069,2.079,-5.914,1.867,0.066,0.047,983.0,1069.0,
35,v_signed_contrast|participant_id_offset[35],-5.874,2.067,-9.834,-2.087,0.067,0.047,948.0,1024.0,
36,v_signed_contrast|participant_id_offset[36],-4.551,2.085,-8.409,-0.634,0.067,0.048,952.0,1070.0,
37,v_signed_contrast|participant_id_offset[37],-1.482,2.077,-5.325,2.536,0.067,0.047,966.0,981.0,
38,v_signed_contrast|participant_id_offset[38],-6.793,2.034,-10.351,-2.75,0.066,0.047,949.0,1067.0,
39,v_signed_contrast|participant_id_offset[39],-4.993,2.056,-8.922,-1.268,0.067,0.047,951.0,1024.0,
40,v_signed_contrast|participant_id_offset[40],-6.909,2.033,-10.425,-2.863,0.066,0.047,948.0,1069.0,
41,v_signed_contrast|participant_id_offset[41],-6.762,2.029,-10.919,-3.279,0.066,0.047,947.0,1023.0,
42,v_signed_contrast|participant_id_offset[42],-4.583,2.062,-8.558,-0.843,0.067,0.047,941.0,981.0,
43,v_signed_contrast|participant_id_offset[43],-3.163,2.098,-7.091,0.683,0.067,0.048,966.0,1024.0,
44,v_signed_contrast|participant_id_offset[44],-5.484,2.066,-9.24,-1.488,0.067,0.047,944.0,1023.0,
45,v_signed_contrast|participant_id_offset[45],-5.002,2.055,-8.804,-1.196,0.067,0.047,946.0,1069.0,
46,v_signed_contrast|participant_id_offset[46],-6.872,2.038,-10.443,-2.825,0.066,0.047,946.0,1021.0,
47,v_signed_contrast|participant_id_offset[47],-4.269,2.076,-8.123,-0.297,0.067,0.047,953.0,1024.0,
48,v_signed_contrast|participant_id_offset[48],-6.835,2.042,-10.427,-2.796,0.066,0.047,947.0,1023.0,
49,v_signed_contrast|participant_id_offset[49],-6.535,2.049,-10.237,-2.571,0.066,0.047,956.0,1067.0,
50,v_signed_contrast|participant_id_offset[50],-2.883,2.109,-7.143,0.886,0.068,0.048,965.0,1022.0,
51,v_signed_contrast|participant_id_offset[51],-6.774,2.032,-10.437,-2.834,0.066,0.047,952.0,1070.0,
52,v_signed_contrast|participant_id_offset[52],-4.929,2.073,-8.965,-1.22,0.067,0.047,951.0,983.0,
53,v_signed_contrast|participant_id_offset[53],-2.273,2.14,-6.238,1.792,0.071,0.05,912.0,982.0,
54,v_signed_contrast|participant_id_offset[54],-6.656,2.042,-10.186,-2.567,0.066,0.047,947.0,1021.0,
55,v_signed_contrast|participant_id_offset[55],-4.445,2.052,-8.513,-0.882,0.066,0.047,958.0,1023.0,
56,v_signed_contrast|participant_id_offset[56],-3.853,2.097,-7.921,-0.128,0.067,0.048,965.0,1070.0,
57,v_signed_contrast|participant_id_offset[57],-4.234,2.072,-8.422,-0.667,0.067,0.047,949.0,980.0,
58,v_signed_contrast|participant_id_offset[58],-6.907,2.037,-10.835,-3.225,0.066,0.047,948.0,1067.0,
59,v_signed_contrast|participant_id_offset[59],-4.497,2.065,-8.45,-0.642,0.067,0.047,960.0,1023.0,
60,v_signed_contrast|participant_id_offset[60],-6.793,2.036,-10.345,-2.743,0.066,0.047,949.0,1021.0,
61,v_signed_contrast|participant_id_offset[61],-3.325,2.108,-7.557,0.357,0.068,0.048,972.0,981.0,
62,v_signed_contrast|participant_id_offset[62],-6.789,2.041,-10.379,-2.744,0.066,0.047,948.0,1021.0,
63,v_signed_contrast|participant_id_offset[63],-4.067,2.107,-7.865,-0.0,0.068,0.048,945.0,979.0,
64,v_signed_contrast|participant_id_offset[64],-3.826,2.101,-7.577,0.334,0.068,0.048,947.0,1022.0,
65,v_signed_contrast|participant_id_offset[65],-6.53,2.043,-10.135,-2.57,0.066,0.047,942.0,981.0,
66,v_signed_contrast|participant_id_offset[66],-6.68,2.057,-10.637,-3.009,0.067,0.047,939.0,1023.0,
67,v_signed_contrast|participant_id_offset[67],-6.791,2.039,-10.387,-2.757,0.066,0.047,949.0,1024.0,
68,v_signed_contrast|participant_id_offset[68],-6.794,2.038,-10.556,-2.942,0.066,0.047,946.0,1024.0,
69,v_signed_contrast|participant_id_offset[69],-6.56,2.051,-10.581,-2.906,0.066,0.047,957.0,1069.0,
70,theta_1|participant_id[1],-0.499,0.501,-1.494,0.424,0.016,0.011,1007.0,1061.0,
71,theta_1|participant_id[2],0.121,0.59,-0.988,1.196,0.022,0.015,732.0,902.0,
72,theta_1|participant_id[3],0.224,0.634,-1.029,1.331,0.021,0.015,877.0,686.0,
73,theta_1|participant_id[4],-0.421,0.513,-1.308,0.628,0.015,0.012,1152.0,962.0,
74,theta_1|participant_id[5],0.596,0.672,-0.523,1.872,0.022,0.016,930.0,850.0,
75,theta_1|participant_id[6],-0.158,0.581,-1.24,0.923,0.018,0.013,1033.0,826.0,
76,theta_1|participant_id[7],-0.588,0.51,-1.539,0.363,0.016,0.012,1050.0,908.0,
77,theta_1|participant_id[8],0.251,0.623,-0.939,1.364,0.023,0.016,721.0,1067.0,
78,theta_1|participant_id[9],-0.316,0.534,-1.413,0.592,0.016,0.012,1062.0,996.0,
79,theta_1|participant_id[10],-0.083,0.557,-0.998,1.083,0.017,0.012,1019.0,992.0,
80,theta_1|participant_id[11],-0.378,0.524,-1.378,0.608,0.017,0.012,983.0,1022.0,
81,theta_1|participant_id[12],0.629,0.644,-0.437,1.901,0.02,0.014,1058.0,943.0,
82,theta_1|participant_id[13],-0.022,0.586,-1.066,1.118,0.019,0.013,982.0,881.0,
83,theta_1|participant_id[14],0.361,0.696,-0.89,1.66,0.022,0.016,983.0,1026.0,
84,theta_1|participant_id[15],0.315,0.693,-0.932,1.622,0.023,0.016,962.0,978.0,
85,theta_1|participant_id[16],-0.022,0.586,-1.09,1.032,0.022,0.015,734.0,819.0,
86,theta_1|participant_id[17],-0.214,0.549,-1.387,0.784,0.017,0.012,1049.0,950.0,
87,theta_1|participant_id[18],0.509,0.651,-0.544,1.788,0.021,0.015,930.0,1026.0,
88,theta_1|participant_id[19],0.327,0.623,-0.761,1.54,0.02,0.014,983.0,945.0,
89,theta_1|participant_id[20],0.408,0.676,-0.844,1.676,0.025,0.018,746.0,840.0,
90,theta_1|participant_id[21],0.265,0.627,-0.823,1.52,0.019,0.014,1106.0,935.0,
91,theta_1|participant_id[22],1.015,0.772,-0.145,2.484,0.024,0.017,1002.0,914.0,
92,theta_1|participant_id[23],-0.011,0.582,-1.043,1.145,0.019,0.014,917.0,783.0,
93,theta_1|participant_id[24],-0.353,0.501,-1.205,0.652,0.016,0.011,974.0,953.0,
94,theta_1|participant_id[25],0.721,0.718,-0.375,2.222,0.023,0.017,988.0,851.0,
95,theta_1|participant_id[26],0.51,0.711,-0.749,1.805,0.024,0.017,880.0,904.0,
96,theta_1|participant_id[27],0.866,0.815,-0.485,2.551,0.027,0.019,873.0,706.0,
97,theta_1|participant_id[28],-0.314,0.519,-1.254,0.641,0.015,0.013,1119.0,796.0,
98,theta_1|participant_id[29],0.187,0.589,-0.853,1.338,0.019,0.014,992.0,884.0,
99,theta_1|participant_id[30],0.328,0.633,-0.771,1.521,0.019,0.014,1130.0,1035.0,
100,theta_1|participant_id[31],0.934,0.931,-0.68,2.758,0.028,0.021,1084.0,1002.0,
101,theta_1|participant_id[32],-0.378,0.538,-1.378,0.632,0.019,0.014,743.0,975.0,
102,theta_1|participant_id[33],-0.535,0.514,-1.502,0.419,0.018,0.012,889.0,880.0,
103,theta_1|participant_id[34],-0.177,0.564,-1.211,0.923,0.019,0.013,904.0,969.0,
104,theta_1|participant_id[35],-0.335,0.539,-1.355,0.66,0.018,0.013,984.0,790.0,
