,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
253,v_signed_contrast|participant_id[41],-0.103,0.472,-0.696,0.439,0.015,0.011,1139.0,876.0,
254,v_signed_contrast|participant_id[42],-0.037,0.318,-0.476,0.493,0.01,0.007,967.0,1021.0,
255,v_signed_contrast|participant_id[43],-0.052,0.342,-0.544,0.453,0.011,0.008,980.0,876.0,
256,v_signed_contrast|participant_id[44],-0.04,0.321,-0.538,0.423,0.01,0.007,981.0,952.0,
257,v_signed_contrast|participant_id[45],-0.024,0.595,-0.749,0.379,0.019,0.013,895.0,1016.0,
258,v_signed_contrast|participant_id[46],-0.028,0.358,-0.58,0.526,0.014,0.01,1055.0,935.0,
259,v_signed_contrast|participant_id[47],-0.012,0.437,-0.514,0.443,0.015,0.011,832.0,945.0,
260,v_signed_contrast|participant_id[48],-0.065,0.333,-0.617,0.503,0.011,0.008,890.0,945.0,
261,v_signed_contrast|participant_id[49],-0.012,0.414,-0.468,0.493,0.014,0.01,1012.0,810.0,
262,v_signed_contrast|participant_id[50],-0.044,0.412,-0.6,0.469,0.014,0.01,994.0,940.0,
263,v_signed_contrast|participant_id[51],-0.037,0.457,-0.621,0.431,0.017,0.012,1002.0,935.0,
264,v_signed_contrast|participant_id[52],-0.006,0.456,-0.484,0.583,0.014,0.01,957.0,978.0,
265,v_signed_contrast|participant_id[53],-0.047,0.316,-0.486,0.586,0.01,0.007,1076.0,983.0,
266,v_signed_contrast|participant_id[54],-0.026,0.509,-0.558,0.46,0.017,0.012,1013.0,902.0,
267,v_signed_contrast|participant_id[55],-0.03,0.383,-0.493,0.464,0.012,0.009,891.0,941.0,
268,v_signed_contrast|participant_id[56],-0.029,0.368,-0.608,0.413,0.012,0.009,1013.0,912.0,
269,v_signed_contrast|participant_id[57],-0.003,0.426,-0.518,0.463,0.014,0.01,770.0,875.0,
270,v_signed_contrast|participant_id[58],-0.057,0.495,-0.765,0.459,0.016,0.011,904.0,1008.0,
271,v_signed_contrast|participant_id[59],-0.104,0.324,-0.711,0.45,0.011,0.008,938.0,980.0,
