,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
414,t_1|participant_id[57],0.496,0.418,-0.217,1.324,0.013,0.009,1051.0,972.0,
415,t_1|participant_id[58],0.162,0.35,-0.556,0.748,0.011,0.008,937.0,939.0,
416,t_1|participant_id[59],0.607,0.423,-0.127,1.411,0.012,0.009,1169.0,1012.0,
417,t_1|participant_id[60],-0.048,0.304,-0.601,0.537,0.01,0.007,969.0,848.0,
418,t_1|participant_id[61],0.353,0.389,-0.229,1.176,0.012,0.008,1094.0,1063.0,
419,t_1|participant_id[62],-0.074,0.297,-0.659,0.466,0.011,0.007,853.0,775.0,
420,t_1|participant_id[63],-0.03,0.35,-0.655,0.665,0.011,0.008,971.0,982.0,
421,t_1|participant_id[64],0.501,0.4,-0.106,1.26,0.012,0.009,1054.0,1017.0,
422,t_1|participant_id[65],-0.012,0.301,-0.553,0.599,0.01,0.007,961.0,944.0,
423,t_1|participant_id[66],0.019,0.312,-0.564,0.562,0.01,0.007,958.0,913.0,
424,t_1|participant_id[67],-0.199,0.268,-0.685,0.313,0.009,0.006,951.0,977.0,
425,t_1|participant_id[68],0.014,0.302,-0.529,0.604,0.01,0.007,873.0,951.0,
426,t_1|participant_id[69],0.169,0.348,-0.548,0.784,0.011,0.008,978.0,983.0,
427,v_prevresp|participant_id_offset[1],-1.325,1.196,-3.485,0.95,0.037,0.027,1040.0,1024.0,
428,v_prevresp|participant_id_offset[2],0.422,0.61,-0.668,1.588,0.019,0.014,997.0,1069.0,
429,v_prevresp|participant_id_offset[3],0.016,0.807,-1.558,1.492,0.027,0.019,899.0,944.0,
430,v_prevresp|participant_id_offset[4],0.272,0.831,-1.254,1.801,0.027,0.019,934.0,822.0,
431,v_prevresp|participant_id_offset[5],-0.835,0.818,-2.479,0.558,0.025,0.018,1036.0,1026.0,
432,v_prevresp|participant_id_offset[6],0.208,1.088,-1.877,2.196,0.035,0.025,954.0,1026.0,
433,v_prevresp|participant_id_offset[7],-0.203,0.94,-1.906,1.581,0.03,0.021,947.0,791.0,
434,v_prevresp|participant_id_offset[8],0.093,0.918,-1.573,1.845,0.028,0.02,1070.0,983.0,
435,v_prevresp|participant_id_offset[9],-1.065,0.921,-2.733,0.628,0.031,0.022,863.0,944.0,
436,v_prevresp|participant_id_offset[10],-0.054,0.737,-1.438,1.328,0.023,0.017,1000.0,981.0,
437,v_prevresp|participant_id_offset[11],-1.183,0.754,-2.634,0.206,0.024,0.017,978.0,981.0,
438,v_prevresp|participant_id_offset[12],-0.87,0.752,-2.372,0.45,0.026,0.02,848.0,676.0,
439,v_prevresp|participant_id_offset[13],-0.096,1.083,-2.063,1.984,0.035,0.027,978.0,724.0,
440,v_prevresp|participant_id_offset[14],-0.775,1.226,-3.12,1.435,0.04,0.028,948.0,982.0,
441,v_prevresp|participant_id_offset[15],1.037,1.226,-1.142,3.476,0.039,0.027,1020.0,942.0,
442,v_prevresp|participant_id_offset[16],-0.799,1.181,-3.03,1.514,0.04,0.028,865.0,827.0,
443,v_prevresp|participant_id_offset[17],1.531,1.139,-0.536,3.67,0.037,0.027,938.0,917.0,
444,v_prevresp|participant_id_offset[18],-1.427,0.753,-2.925,-0.081,0.025,0.018,899.0,829.0,
445,v_prevresp|participant_id_offset[19],-0.739,0.831,-2.401,0.714,0.029,0.021,813.0,733.0,
446,v_prevresp|participant_id_offset[20],0.011,1.155,-2.079,2.184,0.038,0.027,945.0,867.0,
447,v_prevresp|participant_id_offset[21],-0.824,1.098,-2.761,1.268,0.037,0.026,881.0,899.0,
448,v_prevresp|participant_id_offset[22],0.253,1.027,-1.662,2.076,0.032,0.024,1035.0,979.0,
449,v_prevresp|participant_id_offset[23],0.244,0.888,-1.205,1.932,0.03,0.021,885.0,944.0,
450,v_prevresp|participant_id_offset[24],-0.116,0.838,-1.584,1.551,0.025,0.019,1128.0,983.0,
451,v_prevresp|participant_id_offset[25],-0.743,0.874,-2.375,0.793,0.028,0.02,951.0,834.0,
452,v_prevresp|participant_id_offset[26],2.966,1.663,-0.122,6.083,0.053,0.038,981.0,983.0,
453,v_prevresp|participant_id_offset[27],-0.298,1.014,-2.223,1.5,0.031,0.022,1097.0,1024.0,
454,v_prevresp|participant_id_offset[28],1.087,0.885,-0.581,2.754,0.029,0.02,961.0,940.0,
455,v_prevresp|participant_id_offset[29],-0.379,0.639,-1.611,0.736,0.019,0.015,1093.0,935.0,
456,v_prevresp|participant_id_offset[30],-0.631,0.938,-2.389,1.095,0.029,0.022,1084.0,897.0,
457,v_prevresp|participant_id_offset[31],-0.866,0.928,-2.753,0.744,0.03,0.021,950.0,952.0,
458,v_prevresp|participant_id_offset[32],2.063,0.867,0.388,3.641,0.028,0.02,974.0,868.0,
459,v_prevresp|participant_id_offset[33],0.105,0.996,-1.739,2.036,0.033,0.027,919.0,708.0,
460,v_prevresp|participant_id_offset[34],0.251,0.915,-1.385,2.068,0.031,0.022,885.0,868.0,
461,v_prevresp|participant_id_offset[35],-0.048,1.129,-2.008,2.067,0.038,0.029,902.0,872.0,
462,v_prevresp|participant_id_offset[36],-0.059,0.658,-1.196,1.205,0.021,0.015,1023.0,800.0,
463,v_prevresp|participant_id_offset[37],0.93,1.046,-0.993,2.943,0.032,0.024,1079.0,884.0,
464,v_prevresp|participant_id_offset[38],-1.255,0.8,-2.852,0.148,0.025,0.018,986.0,1026.0,
465,v_prevresp|participant_id_offset[39],2.804,1.593,0.096,6.156,0.053,0.038,900.0,811.0,
466,v_prevresp|participant_id_offset[40],-0.239,1.027,-2.274,1.597,0.039,0.028,707.0,839.0,
467,v_prevresp|participant_id_offset[41],0.092,1.021,-1.702,2.044,0.035,0.024,871.0,819.0,
468,v_prevresp|participant_id_offset[42],0.958,0.657,-0.273,2.114,0.022,0.015,921.0,932.0,
469,v_prevresp|participant_id_offset[43],0.737,1.115,-1.306,2.845,0.039,0.028,807.0,920.0,
470,v_prevresp|participant_id_offset[44],0.386,1.007,-1.475,2.202,0.035,0.025,842.0,704.0,
471,v_prevresp|participant_id_offset[45],0.03,0.777,-1.435,1.5,0.028,0.019,797.0,996.0,
472,v_prevresp|participant_id_offset[46],0.365,1.159,-1.933,2.414,0.036,0.026,1032.0,912.0,
473,v_prevresp|participant_id_offset[47],-0.662,0.674,-1.951,0.547,0.021,0.015,1006.0,873.0,
474,v_prevresp|participant_id_offset[48],-0.596,0.874,-2.286,0.911,0.027,0.02,1075.0,952.0,
475,v_prevresp|participant_id_offset[49],-0.882,0.777,-2.353,0.452,0.025,0.018,933.0,723.0,
476,v_prevresp|participant_id_offset[50],0.91,1.225,-1.312,3.274,0.04,0.028,943.0,983.0,
477,v_prevresp|participant_id_offset[51],0.253,1.141,-1.648,2.518,0.035,0.025,1036.0,972.0,
